carat,depth,table,x,y,z,price,cut
0.4,63.8,57.0,4.72,4.69,3.0,1138,Good
0.7,61.6,56.0,5.8,5.63,3.52,1138,Premium
0.7,59.7,59.0,5.76,5.57,3.39,1138,Premium
0.7,62.1,66.0,5.56,5.52,3.44,1138,Fair
0.4,62.3,55.0,4.73,4.77,2.95,1139,Very Good
0.51,61.1,56.0,5.18,5.21,3.17,1139,Ideal
0.46,63.0,57.0,4.93,4.79,3.06,1139,Premium
0.36,61.4,56.0,4.6,4.62,2.83,1140,Very Good
0.51,63.3,56.0,5.02,5.06,3.19,1140,Very Good
0.76,64.5,57.0,5.79,5.76,3.73,1140,Fair
0.31,60.7,57.0,4.41,4.39,2.67,1140,Ideal
0.31,60.6,56.0,4.44,4.41,2.68,1140,Ideal
0.32,61.5,56.0,4.43,4.45,2.73,1140,Ideal
0.5,62.2,57.0,5.07,5.09,3.16,1140,Ideal
0.5,62.4,56.0,5.07,5.09,3.17,1140,Ideal
0.5,62.1,58.0,5.04,5.07,3.14,1140,Ideal
0.5,62.5,57.0,5.06,5.08,3.17,1140,Ideal
0.5,62.0,56.0,5.08,5.11,3.16,1140,Ideal
0.53,57.9,58.0,5.34,5.39,3.11,1140,Good
0.38,62.5,56.0,4.67,4.64,2.91,1140,Ideal
0.32,61.8,56.0,4.41,4.39,2.72,1140,Ideal
0.32,61.5,57.0,4.45,4.43,2.73,1140,Ideal
0.32,61.8,56.0,4.41,4.39,2.72,1140,Ideal
0.32,61.3,57.0,4.42,4.39,2.7,1140,Ideal
0.32,61.9,56.0,4.39,4.36,2.71,1140,Ideal
0.38,62.2,57.0,4.66,4.63,2.89,1140,Ideal
0.32,61.7,55.0,4.44,4.41,2.73,1140,Ideal
0.38,62.0,55.0,4.68,4.64,2.89,1140,Ideal
0.38,61.6,57.0,4.73,4.65,2.89,1140,Ideal
0.38,61.9,60.0,4.66,4.62,2.87,1140,Premium
0.38,62.4,59.0,4.63,4.6,2.88,1140,Premium
0.64,57.3,64.0,5.75,5.69,3.28,1140,Good
0.38,61.2,58.0,4.68,4.63,2.85,1140,Premium
0.52,59.6,60.0,5.17,5.14,3.07,1141,Premium
0.52,60.7,56.0,5.19,5.23,3.16,1141,Very Good
0.53,60.5,60.0,5.21,5.24,3.16,1141,Premium
0.53,63.4,56.0,5.16,5.18,3.28,1141,Good
0.53,63.2,54.0,5.16,5.19,3.27,1141,Good
0.55,60.7,56.0,5.32,5.38,3.25,1141,Very Good
0.33,61.8,55.0,4.44,4.46,2.75,1141,Ideal
0.52,61.6,57.0,5.16,5.19,3.19,1141,Ideal
0.64,64.7,54.0,5.39,5.43,3.5,1141,Good
0.5,57.1,63.0,5.23,5.27,3.0,1141,Good
0.5,60.2,61.0,5.16,5.14,3.1,1141,Premium
0.5,65.2,57.0,4.96,4.91,3.22,1141,Fair
0.4,63.8,56.0,4.68,4.72,3.0,1142,Very Good
0.42,62.1,55.0,4.79,4.81,2.98,1142,Ideal
0.42,59.6,59.0,4.83,4.86,2.89,1142,Premium
0.42,61.1,57.0,4.82,4.84,2.95,1142,Ideal
0.42,60.6,57.0,4.82,4.85,2.93,1142,Ideal
0.42,61.7,59.0,4.78,4.82,2.96,1142,Premium
0.42,61.3,57.0,4.8,4.82,2.95,1142,Ideal
0.42,60.3,59.0,4.83,4.86,2.92,1142,Premium
0.42,61.6,56.0,4.83,4.85,2.98,1142,Ideal
0.42,61.7,57.0,4.78,4.81,2.96,1142,Ideal
0.42,62.2,56.0,4.79,4.82,2.99,1142,Ideal
0.53,61.7,56.0,5.23,5.24,3.23,1142,Ideal
0.42,62.0,58.0,4.82,4.79,2.98,1142,Premium
0.37,61.4,58.0,4.65,4.63,2.85,1142,Premium
0.42,62.4,55.0,4.8,4.79,2.99,1142,Ideal
0.43,60.7,57.0,4.87,4.89,2.96,1143,Very Good
0.41,63.3,55.0,4.7,4.74,2.99,1143,Very Good
0.47,61.8,58.0,4.94,4.99,3.07,1143,Premium
0.44,61.3,55.0,4.92,4.94,3.02,1143,Ideal
0.61,62.0,55.0,5.45,5.48,3.39,1143,Ideal
0.54,62.6,58.0,5.22,5.16,3.25,1143,Premium
0.56,59.5,57.0,5.4,5.43,3.22,1144,Very Good
0.41,61.2,56.0,4.82,4.89,2.97,1144,Ideal
0.45,58.6,62.2,5.0,5.05,2.95,1144,Good
0.45,57.6,62.5,5.05,5.09,2.91,1144,Good
0.55,59.6,57.0,5.34,5.39,3.2,1145,Very Good
0.4,63.3,57.0,4.68,4.7,2.97,1145,Good
0.5,57.9,62.0,5.18,5.21,3.01,1145,Good
0.4,61.6,56.0,4.74,4.77,2.93,1145,Ideal
0.44,60.9,56.0,4.9,4.96,3.0,1145,Ideal
0.48,61.6,55.0,5.06,5.1,3.13,1145,Ideal
0.37,61.6,56.0,4.65,4.61,2.85,1145,Ideal
0.37,61.0,60.0,4.64,4.61,2.82,1145,Premium
0.52,61.1,57.0,5.2,5.24,3.19,1146,Very Good
0.51,64.2,56.0,5.02,5.05,3.23,1146,Good
0.51,61.3,57.0,5.16,5.19,3.17,1146,Ideal
0.52,61.8,57.0,5.14,5.18,3.19,1146,Ideal
0.5,62.4,56.0,5.08,5.12,3.18,1147,Very Good
0.58,59.5,62.0,5.41,5.44,3.23,1147,Very Good
0.5,64.0,56.0,5.03,4.9,3.18,1147,Good
0.52,64.3,61.0,5.01,4.97,3.21,1147,Good
0.54,61.5,56.0,5.24,5.26,3.23,1147,Ideal
0.54,62.5,56.0,5.2,5.23,3.26,1147,Ideal
0.7,68.6,57.0,5.46,5.34,3.71,1147,Fair
0.72,65.1,57.0,5.65,5.55,3.65,1147,Fair
0.5,60.0,55.0,5.2,5.23,3.13,1148,Very Good
0.38,62.5,60.0,4.61,4.64,2.89,1148,Premium
0.43,61.5,55.0,4.85,4.88,2.99,1148,Ideal
0.39,61.7,57.0,4.68,4.71,2.89,1148,Ideal
0.51,62.1,56.0,5.1,5.13,3.18,1148,Ideal
0.34,60.7,57.0,4.53,4.5,2.74,1148,Ideal
0.36,62.5,60.0,4.53,4.49,2.82,1148,Premium
0.36,61.0,59.0,4.6,4.55,2.79,1148,Premium
0.36,61.6,55.0,4.59,4.57,2.82,1148,Ideal
0.41,59.7,60.0,4.85,4.83,2.89,1148,Premium
0.35,59.0,61.0,4.64,4.62,2.73,1148,Premium
0.61,60.8,58.0,5.46,5.49,3.33,1149,Very Good
0.55,63.6,57.0,5.15,5.19,3.29,1149,Very Good
0.45,63.7,61.0,4.81,4.73,3.04,1149,Good
0.42,61.9,56.0,4.8,4.85,2.98,1150,Ideal
0.52,61.3,56.0,5.19,5.22,3.19,1150,Ideal
0.41,59.2,63.0,4.82,4.87,2.87,1150,Good
0.4,61.4,57.0,4.78,4.75,2.92,1150,Ideal
0.57,61.1,61.0,5.34,5.37,3.27,1151,Very Good
0.41,61.3,54.0,4.8,4.83,2.95,1151,Ideal
0.41,62.2,54.0,4.76,4.79,2.97,1151,Ideal
0.41,62.9,57.0,4.73,4.75,2.98,1151,Very Good
0.41,61.7,55.0,4.77,4.79,2.95,1151,Ideal
0.41,61.0,57.0,4.78,4.82,2.93,1151,Ideal
0.41,61.8,57.0,4.75,4.8,2.95,1151,Ideal
0.41,62.0,56.0,4.78,4.8,2.97,1151,Ideal
0.41,60.0,59.0,4.83,4.84,2.9,1151,Very Good
0.41,60.3,60.0,4.74,4.78,2.87,1151,Very Good
0.41,62.8,57.0,4.73,4.76,2.98,1151,Very Good
0.41,61.8,55.0,4.76,4.78,2.95,1151,Ideal
0.41,61.0,61.0,4.72,4.75,2.89,1151,Very Good
0.41,62.1,56.0,4.77,4.8,2.97,1151,Ideal
0.41,62.1,55.0,4.74,4.79,2.96,1151,Ideal
0.41,59.9,59.0,4.79,4.83,2.88,1151,Premium
0.52,61.4,57.0,5.17,5.21,3.19,1151,Ideal
0.57,61.5,55.0,5.35,5.38,3.3,1151,Ideal
0.43,61.9,55.0,4.87,4.89,3.02,1151,Ideal
0.52,63.0,55.0,5.14,5.12,3.23,1151,Ideal
0.52,63.1,56.0,5.12,5.08,3.22,1151,Very Good
0.4,61.4,56.0,4.8,4.75,2.93,1152,Ideal
0.4,58.3,59.0,4.9,4.88,2.85,1152,Premium
0.53,61.7,60.0,5.17,5.21,3.2,1152,Very Good
0.48,60.4,62.0,5.07,5.03,3.05,1152,Premium
0.52,62.3,54.0,5.17,5.2,3.23,1152,Ideal
0.52,61.8,54.0,5.16,5.2,3.2,1152,Ideal
0.5,62.4,52.0,5.1,5.15,3.2,1153,Very Good
0.5,62.3,58.0,5.06,5.08,3.16,1153,Very Good
0.54,60.4,59.0,5.24,5.29,3.18,1153,Ideal
0.5,62.1,57.0,5.05,5.09,3.15,1153,Ideal
0.4,61.9,56.0,4.72,4.75,2.93,1153,Ideal
0.41,60.7,58.0,4.83,4.79,2.92,1153,Premium
0.41,59.8,61.0,4.85,4.79,2.88,1153,Premium
0.41,60.0,58.0,4.83,4.8,2.89,1153,Premium
0.41,60.1,58.0,4.84,4.81,2.9,1153,Premium
0.41,59.9,58.0,4.88,4.83,2.91,1153,Premium
0.41,61.4,57.0,4.82,4.79,2.95,1153,Ideal
0.41,60.6,59.0,4.8,4.77,2.9,1153,Premium
0.41,61.9,59.0,4.8,4.77,2.96,1153,Premium
0.29,60.6,59.0,4.31,4.37,2.63,496,Ideal
0.3,63.1,58.0,4.3,4.22,2.69,496,Fair
0.28,62.2,55.0,4.21,4.24,2.63,497,Ideal
0.28,62.2,54.0,4.21,4.24,2.63,497,Ideal
0.28,62.0,55.0,4.21,4.24,2.62,497,Ideal
0.28,61.8,57.0,4.2,4.22,2.6,497,Ideal
0.37,60.5,57.0,4.63,4.66,2.81,497,Ideal
0.34,64.5,57.0,4.38,4.36,2.82,497,Fair
0.3,62.5,61.0,4.29,4.26,2.67,497,Premium
0.38,62.5,57.0,4.61,4.64,2.89,497,Ideal
0.32,60.7,62.0,4.4,4.43,2.68,497,Very Good
0.23,61.7,55.0,3.99,4.05,2.48,498,Very Good
0.23,63.0,58.0,3.92,3.95,2.48,498,Very Good
0.23,60.7,58.0,3.96,4.01,2.42,498,Very Good
0.24,61.2,56.0,3.99,4.02,2.45,498,Ideal
0.29,62.8,55.0,4.24,4.27,2.67,498,Ideal
0.23,60.9,57.0,3.96,3.99,2.42,498,Ideal
0.23,61.5,55.0,3.93,3.97,2.43,498,Ideal
0.23,61.9,55.0,3.94,3.97,2.45,498,Ideal
0.29,61.8,57.0,4.27,4.31,2.64,498,Ideal
0.31,62.1,53.0,4.34,4.36,2.7,498,Ideal
0.33,61.6,56.0,4.43,4.46,2.74,498,Ideal
0.27,61.7,61.0,4.1,4.14,2.54,498,Good
0.25,61.4,62.0,4.03,4.05,2.48,498,Good
0.23,56.3,62.0,4.1,4.11,2.31,498,Good
0.33,62.1,56.0,4.44,4.45,2.76,499,Very Good
0.24,60.1,57.0,4.03,4.09,2.44,499,Very Good
0.26,61.4,56.0,4.09,4.12,2.53,499,Very Good
0.26,61.9,57.0,4.11,4.14,2.55,499,Very Good
0.26,60.4,56.0,4.14,4.16,2.51,499,Very Good
0.41,62.1,55.0,4.8,4.77,2.97,1153,Ideal
0.41,60.8,59.0,4.82,4.76,2.91,1153,Premium
0.41,62.0,54.0,4.79,4.76,2.96,1153,Ideal
0.41,61.7,57.0,4.8,4.76,2.95,1153,Ideal
0.41,61.9,55.0,4.8,4.76,2.96,1153,Ideal
0.41,60.9,57.0,4.79,4.76,2.91,1153,Ideal
0.41,61.8,57.0,4.79,4.76,2.95,1153,Ideal
0.41,61.2,58.0,4.78,4.76,2.92,1153,Premium
0.41,62.2,57.0,4.78,4.74,2.96,1153,Premium
0.41,61.7,55.0,4.78,4.75,2.94,1153,Ideal
0.41,62.1,56.0,4.78,4.75,2.96,1153,Ideal
0.41,62.1,55.0,4.78,4.75,2.96,1153,Ideal
0.41,61.8,55.0,4.8,4.75,2.95,1153,Ideal
0.41,62.0,55.0,4.77,4.74,2.95,1153,Ideal
0.41,62.3,57.0,4.77,4.74,2.96,1153,Ideal
0.41,62.0,60.0,4.78,4.74,2.95,1153,Premium
0.41,62.3,59.0,4.76,4.74,2.96,1153,Premium
0.41,62.0,57.0,4.77,4.74,2.95,1153,Premium
0.41,62.8,58.0,4.72,4.7,2.96,1153,Premium
0.41,61.8,58.0,4.75,4.73,2.93,1153,Premium
0.41,62.7,57.0,4.76,4.72,2.97,1153,Ideal
0.41,62.7,55.0,4.76,4.72,2.97,1153,Ideal
0.41,60.4,58.0,4.82,4.78,2.9,1153,Premium
0.42,63.0,59.0,4.75,4.81,3.01,1154,Very Good
0.45,60.0,57.1,4.99,5.03,3.0,1154,Very Good
0.4,61.0,59.0,4.75,4.79,2.91,1154,Very Good
0.54,61.1,56.0,5.22,5.26,3.2,1154,Ideal
0.5,62.4,57.0,5.03,5.07,3.15,1154,Very Good
0.54,59.6,60.0,5.25,5.28,3.14,1154,Premium
0.5,62.5,57.0,5.04,5.07,3.16,1154,Ideal
0.5,61.3,56.0,5.08,5.13,3.13,1154,Very Good
0.54,62.2,56.0,5.19,5.26,3.25,1154,Ideal
0.54,61.0,58.0,5.23,5.27,3.2,1154,Premium
0.54,61.0,56.0,5.24,5.28,3.21,1154,Ideal
0.5,61.4,57.0,5.09,5.14,3.14,1154,Ideal
0.5,61.4,58.0,5.09,5.11,3.13,1154,Very Good
0.5,61.7,58.0,5.06,5.12,3.14,1154,Very Good
0.54,63.3,57.0,5.15,5.22,3.28,1154,Good
0.5,59.5,59.0,5.16,5.19,3.08,1154,Premium
0.38,61.5,56.0,4.67,4.7,2.88,1154,Ideal
0.38,62.3,56.0,4.64,4.67,2.9,1154,Ideal
0.41,60.8,56.0,4.84,4.8,2.93,1154,Ideal
0.5,62.2,53.0,5.06,5.14,3.17,1154,Ideal
0.51,59.8,57.0,5.22,5.25,3.13,1154,Ideal
0.39,61.7,55.0,4.68,4.72,2.9,1154,Ideal
0.45,58.1,61.2,5.02,5.07,2.93,1154,Good
0.31,60.2,57.0,4.38,4.44,2.65,1155,Ideal
0.44,61.8,56.0,4.94,4.9,3.04,1155,Ideal
0.44,60.9,57.0,4.93,4.89,2.99,1155,Premium
0.44,61.3,60.0,4.94,4.88,3.01,1155,Premium
0.44,61.9,59.0,4.88,4.84,3.01,1155,Premium
0.44,61.2,61.0,4.88,4.83,2.97,1155,Premium
0.44,61.5,56.0,4.92,4.9,3.02,1155,Ideal
0.5,66.5,60.0,4.93,4.85,3.25,1155,Fair
0.5,61.4,58.0,5.17,5.09,3.15,1155,Premium
0.5,62.3,60.0,5.16,5.08,3.19,1155,Premium
0.5,64.0,56.0,5.03,4.97,3.2,1155,Good
0.5,64.2,59.0,5.03,4.97,3.21,1155,Good
0.4,60.3,58.0,4.83,4.79,2.9,1155,Premium
0.5,62.4,58.0,5.06,5.01,3.14,1155,Premium
0.44,60.4,56.0,4.95,4.91,2.98,1155,Ideal
0.5,64.0,57.0,5.04,4.99,3.21,1155,Good
0.5,63.4,58.0,5.09,5.01,3.2,1155,Very Good
0.5,61.4,59.0,5.09,5.01,3.1,1155,Premium
0.5,63.7,59.0,5.07,5.01,3.21,1155,Good
0.53,63.6,56.0,5.19,5.1,3.27,1156,Good
0.46,61.3,57.0,5.02,4.99,3.07,1156,Premium
0.5,61.1,67.0,5.07,5.04,3.09,1156,Fair
0.5,59.0,59.0,5.22,5.18,3.07,1156,Premium
0.58,65.1,58.0,5.25,5.22,3.41,1156,Fair
0.38,59.7,63.0,4.71,4.73,2.82,1157,Very Good
0.5,63.4,59.0,5.0,5.03,3.18,1157,Good
0.5,63.2,56.0,5.01,5.05,3.18,1157,Good
0.41,62.3,56.0,4.77,4.79,2.98,1157,Ideal
0.46,56.5,61.0,5.11,5.05,2.87,1157,Good
0.4,61.5,56.0,4.74,4.79,2.93,1158,Ideal
0.4,61.8,56.0,4.74,4.77,2.94,1158,Ideal
0.4,62.2,56.0,4.71,4.78,2.95,1158,Ideal
0.4,61.7,56.0,4.73,4.77,2.93,1158,Ideal
0.4,61.7,55.0,4.74,4.76,2.93,1158,Ideal
0.4,62.1,55.0,4.74,4.76,2.95,1158,Ideal
0.44,60.7,58.0,4.88,4.91,2.97,1158,Very Good
0.4,62.7,57.0,4.68,4.7,2.94,1158,Ideal
0.4,62.1,56.0,4.7,4.73,2.93,1158,Ideal
0.4,61.8,55.0,4.74,4.78,2.94,1158,Ideal
0.58,61.3,56.0,5.38,5.45,3.32,1158,Ideal
0.52,61.0,56.0,5.17,5.22,3.17,1158,Ideal
0.7,65.9,57.0,5.64,5.5,3.67,1158,Fair
0.73,66.9,54.0,5.62,5.54,3.74,1158,Fair
0.43,59.5,59.0,4.95,4.97,2.95,1159,Premium
0.38,61.3,61.0,4.68,4.72,2.88,1159,Good
0.62,61.0,62.0,5.47,5.42,3.32,1159,Premium
0.53,61.2,60.0,5.22,5.1,3.16,1159,Premium
0.41,62.5,54.0,4.79,4.81,3.0,1160,Very Good
0.41,63.4,55.0,4.7,4.73,2.99,1160,Very Good
0.59,60.3,56.0,5.43,5.48,3.29,1160,Very Good
0.53,58.3,62.0,5.3,5.36,3.11,1160,Very Good
0.51,64.5,56.0,5.06,5.01,3.25,1160,Fair
0.44,62.0,54.0,4.89,4.91,3.04,1160,Ideal
0.38,61.1,57.0,4.71,4.69,2.87,1160,Ideal
0.38,60.9,57.0,4.73,4.69,2.87,1160,Ideal
0.38,62.4,54.0,4.64,4.66,2.9,1160,Ideal
0.5,59.2,62.0,5.17,5.2,3.07,1160,Ideal
0.41,62.3,54.0,4.75,4.79,2.97,1161,Very Good
0.53,63.4,54.0,5.09,5.13,3.24,1161,Very Good
0.52,62.6,59.0,5.06,5.13,3.19,1161,Very Good
0.52,60.6,61.0,5.17,5.19,3.14,1161,Very Good
0.62,62.5,55.0,5.45,5.49,3.42,1161,Ideal
0.51,62.1,54.0,5.13,5.15,3.19,1161,Ideal
0.51,61.3,57.0,5.1,5.14,3.14,1161,Ideal
0.35,60.0,56.0,4.61,4.63,2.77,1162,Very Good
0.37,61.6,55.0,4.62,4.63,2.85,1162,Ideal
0.35,60.8,56.0,4.58,4.6,2.79,1162,Ideal
0.54,61.2,56.0,5.27,5.28,3.23,1162,Ideal
0.46,62.9,57.0,4.91,4.95,3.1,1163,Very Good
0.34,62.0,56.0,4.47,4.5,2.78,1163,Ideal
0.34,62.0,56.0,4.49,4.51,2.79,1163,Ideal
0.34,61.7,56.0,4.46,4.48,2.76,1163,Ideal
0.54,62.1,56.0,5.18,5.22,3.23,1163,Ideal
0.54,63.4,56.0,5.14,5.18,3.27,1163,Good
0.54,63.8,54.0,5.17,5.18,3.3,1163,Good
0.54,61.9,58.0,5.19,5.24,3.23,1163,Very Good
0.36,61.7,55.0,4.58,4.6,2.83,1163,Ideal
0.53,62.2,56.0,5.15,5.2,3.22,1163,Ideal
0.51,61.6,55.0,5.13,5.16,3.17,1163,Ideal
0.41,60.7,55.0,4.83,4.86,2.94,1163,Ideal
0.41,61.7,56.0,4.77,4.79,2.95,1163,Ideal
0.47,60.8,56.0,5.0,5.03,3.05,1163,Ideal
0.36,61.3,57.0,4.59,4.61,2.82,1163,Ideal
0.4,61.7,55.0,4.76,4.74,2.93,1163,Ideal
0.4,61.7,56.0,4.74,4.72,2.92,1163,Ideal
0.4,62.4,56.0,4.74,4.72,2.95,1163,Ideal
0.4,60.8,59.0,4.76,4.72,2.88,1163,Premium
0.4,60.8,59.0,4.73,4.71,2.87,1163,Premium
0.4,62.2,59.0,4.7,4.65,2.91,1163,Premium
0.4,62.8,57.0,4.73,4.66,2.95,1163,Ideal
0.4,62.4,57.0,4.73,4.69,2.94,1163,Ideal
0.4,62.8,56.0,4.73,4.69,2.96,1163,Ideal
0.4,60.7,58.0,4.75,4.7,2.87,1163,Premium
0.51,60.0,61.0,5.2,5.17,3.11,1163,Premium
0.4,63.4,57.0,4.64,4.66,2.95,1164,Very Good
0.42,61.2,64.0,4.75,4.8,2.92,1164,Good
0.46,63.5,57.0,4.91,4.85,3.1,1164,Very Good
0.55,62.6,57.0,5.21,5.17,3.25,1165,Ideal
0.41,62.0,56.0,4.77,4.81,2.97,1166,Very Good
0.62,61.2,59.0,5.42,5.52,3.35,1166,Premium
0.37,52.3,61.0,4.96,4.91,2.58,1166,Fair
0.4,62.4,59.0,4.7,4.73,2.94,1166,Ideal
0.5,62.0,56.0,5.08,5.12,3.16,1166,Ideal
0.53,62.1,53.0,5.22,5.27,3.26,1166,Ideal
0.41,63.9,53.0,4.75,4.7,3.02,1166,Good
0.46,67.3,61.0,4.81,4.71,3.21,1166,Fair
0.72,63.6,58.0,5.72,5.62,3.6,1166,Good
0.39,63.0,60.0,4.63,4.61,2.91,1167,Premium
0.42,62.1,56.0,4.79,4.82,2.98,1167,Very Good
0.42,59.8,56.0,4.9,4.92,2.94,1167,Very Good
0.53,63.1,58.0,5.15,5.18,3.26,1167,Very Good
0.5,61.9,56.0,5.09,5.14,3.16,1167,Very Good
0.35,60.8,58.0,4.53,4.55,2.76,1167,Premium
0.35,61.5,57.0,4.52,4.55,2.79,1167,Ideal
0.31,60.2,59.0,4.39,4.42,2.65,1167,Premium
0.43,61.4,61.1,4.85,4.87,2.98,1167,Good
0.4,62.6,55.0,4.7,4.72,2.95,1168,Very Good
0.61,63.4,57.1,5.37,5.43,3.42,1168,Good
0.4,61.4,56.0,4.77,4.81,2.94,1168,Ideal
0.4,61.8,58.0,4.72,4.76,2.93,1168,Ideal
0.4,62.3,54.0,4.75,4.78,2.97,1168,Ideal
0.4,61.9,55.0,4.75,4.78,2.95,1168,Ideal
0.4,61.7,55.0,4.77,4.79,2.95,1168,Ideal
0.31,61.4,56.0,4.37,4.42,2.7,1168,Ideal
0.31,61.0,56.0,4.38,4.41,2.68,1168,Ideal
0.31,61.2,57.0,4.35,4.38,2.67,1168,Ideal
0.31,61.4,56.0,4.4,4.43,2.71,1168,Ideal
0.46,59.9,61.9,5.02,5.06,3.01,1168,Good
0.46,61.6,62.2,4.84,5.0,3.04,1168,Good
0.41,63.7,54.0,4.71,4.74,3.01,1169,Very Good
0.5,63.5,57.0,5.05,5.09,3.22,1169,Good
0.43,62.2,55.0,4.83,4.85,3.01,1169,Ideal
0.43,61.6,60.0,4.82,4.86,2.98,1169,Premium
0.43,61.9,56.0,4.82,4.87,3.0,1169,Ideal
0.43,61.9,56.0,4.82,4.84,2.99,1169,Ideal
0.43,61.8,57.0,4.83,4.85,2.99,1169,Ideal
0.51,60.5,55.0,5.17,5.21,3.14,1169,Ideal
0.41,60.4,61.0,4.76,4.81,2.89,1169,Good
0.43,62.3,54.0,4.85,4.84,3.02,1169,Ideal
0.63,58.9,59.0,5.64,5.6,3.31,1169,Premium
0.6,62.4,58.0,5.4,5.34,3.35,1170,Premium
0.5,62.8,55.0,5.03,5.07,3.17,1170,Very Good
0.51,62.0,57.0,5.11,5.19,3.19,1170,Very Good
0.51,63.6,59.0,5.13,5.06,3.24,1170,Good
0.52,61.5,56.0,5.15,5.19,3.18,1170,Ideal
0.54,60.0,59.0,5.29,5.31,3.18,1170,Ideal
0.54,62.4,55.0,5.19,5.23,3.25,1170,Ideal
0.52,61.5,60.5,5.11,5.16,3.16,1170,Good
0.39,61.9,57.0,4.71,4.69,2.91,1170,Ideal
0.32,62.6,55.0,4.41,4.38,2.75,1170,Ideal
0.38,62.4,56.0,4.68,4.64,2.91,1170,Ideal
0.32,61.9,56.0,4.42,4.4,2.73,1170,Ideal
0.32,61.6,58.0,4.39,4.38,2.7,1170,Premium
0.39,62.0,57.0,4.71,4.67,2.91,1170,Ideal
0.51,63.0,56.0,5.14,5.12,3.23,1170,Ideal
0.39,59.9,59.0,4.75,4.73,2.84,1170,Premium
0.39,62.3,57.0,4.7,4.64,2.91,1170,Ideal
0.39,60.4,59.0,4.75,4.72,2.86,1170,Premium
0.39,60.3,56.0,4.77,4.71,2.86,1170,Ideal
0.52,63.5,58.0,5.14,5.1,3.25,1170,Very Good
0.48,61.1,61.0,5.05,5.0,3.07,1170,Premium
0.5,60.8,63.0,5.08,5.11,3.1,1171,Very Good
0.57,60.5,56.0,5.41,5.44,3.28,1171,Very Good
0.32,62.0,56.0,4.39,4.43,2.73,1171,Very Good
0.53,61.6,55.0,5.2,5.25,3.22,1171,Ideal
0.46,61.3,56.0,4.98,5.0,3.06,1172,Very Good
0.4,61.5,57.0,4.74,4.76,2.92,1172,Ideal
0.55,61.7,54.0,5.29,5.34,3.28,1172,Very Good
0.56,63.5,57.0,5.21,5.24,3.32,1172,Good
0.51,63.7,55.0,5.07,5.1,3.24,1172,Good
0.4,61.7,56.0,4.72,4.74,2.92,1172,Ideal
0.41,58.6,60.0,4.83,4.87,2.84,1172,Good
0.5,62.9,58.0,5.04,5.01,3.16,1172,Premium
0.5,61.4,61.0,5.14,5.09,3.14,1172,Premium
0.52,62.7,56.0,5.07,5.1,3.19,1173,Very Good
0.57,61.8,57.0,5.31,5.34,3.29,1173,Very Good
0.4,62.3,59.0,4.67,4.7,2.92,1173,Very Good
0.4,61.8,58.0,4.69,4.73,2.91,1173,Very Good
0.58,63.0,56.0,5.34,5.26,3.34,1173,Very Good
0.46,61.5,60.0,4.95,4.91,3.03,1173,Premium
0.46,58.5,61.0,5.1,5.05,2.97,1173,Premium
0.38,62.0,57.0,4.6,4.69,2.88,1173,Ideal
0.53,61.9,54.0,5.21,5.23,3.23,1173,Ideal
0.56,61.9,54.0,5.29,5.34,3.29,1173,Ideal
0.55,62.1,56.0,5.25,5.28,3.27,1173,Ideal
0.54,61.0,56.0,5.24,5.29,3.21,1173,Ideal
0.57,62.5,55.0,5.28,5.32,3.31,1173,Ideal
0.53,60.8,58.0,5.21,5.19,3.16,1173,Premium
0.5,62.2,56.0,5.13,5.08,3.17,1173,Ideal
0.49,58.6,60.0,5.14,5.2,3.03,1174,Very Good
0.53,63.0,57.0,5.13,5.16,3.24,1174,Very Good
0.34,61.3,56.0,4.48,4.52,2.76,1174,Ideal
0.34,61.6,56.0,4.5,4.53,2.78,1174,Ideal
0.34,61.1,56.0,4.5,4.53,2.76,1174,Ideal
0.33,61.2,55.0,4.48,4.51,2.75,1174,Ideal
0.61,58.2,56.0,5.74,5.49,3.27,1174,Fair
0.52,62.4,59.0,5.13,5.16,3.21,1175,Very Good
0.56,61.8,56.0,5.22,5.3,3.25,1175,Very Good
0.52,59.3,59.0,5.25,5.28,3.12,1175,Very Good
0.55,62.4,56.0,5.22,5.26,3.27,1175,Ideal
0.55,62.3,57.0,5.22,5.27,3.27,1175,Ideal
0.55,61.2,56.0,5.23,5.29,3.22,1175,Ideal
0.55,63.6,55.0,5.18,5.23,3.31,1175,Good
0.55,60.6,58.0,5.28,5.31,3.21,1175,Premium
0.64,62.2,53.0,5.54,5.56,3.45,1175,Ideal
0.51,61.5,54.0,5.17,5.21,3.19,1175,Ideal
0.5,61.9,63.0,5.05,5.07,3.13,1175,Good
0.5,65.1,59.0,5.02,5.06,3.28,1175,Fair
0.73,66.1,58.0,5.63,5.5,3.68,1175,Fair
0.5,61.7,58.0,5.08,5.13,3.15,1176,Very Good
0.42,61.8,56.0,4.81,4.83,2.98,1176,Ideal
0.52,61.4,56.0,5.18,5.21,3.19,1176,Ideal
0.38,61.6,55.0,4.72,4.67,2.89,1176,Ideal
0.33,61.0,55.0,4.52,4.47,2.74,1176,Ideal
0.57,63.3,56.0,5.29,5.27,3.34,1176,Very Good
0.38,62.2,56.0,4.65,4.58,2.87,1176,Ideal
0.38,61.9,57.0,4.65,4.63,2.87,1176,Ideal
0.38,61.6,55.0,4.66,4.63,2.86,1176,Ideal
0.57,60.2,62.0,5.4,5.33,3.23,1176,Premium
0.57,61.7,59.0,5.34,5.31,3.29,1176,Premium
